DEBUG: General     , 1681768086879> LoggerManager.init                  > Initializing...
WARN : ActionSystem, 1681768943949> 4.460.249> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768943970> 4.460.271> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768943989> 4.460.289> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944009> 4.460.309> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944029> 4.460.329> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944050> 4.460.350> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944068> 4.460.368> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944090> 4.460.390> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944111> 4.460.411> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944132> 4.460.432> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944160> 4.460.460> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944182> 4.460.482> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944198> 4.460.498> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944222> 4.460.522> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944261> 4.460.561> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944302> 4.460.602> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944341> 4.460.641> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944382> 4.460.682> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944424> 4.460.724> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944465> 4.460.766> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944507> 4.460.807> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944549> 4.460.849> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944600> 4.460.900> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944651> 4.460.951> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944695> 4.460.995> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944734> 4.461.034> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944776> 4.461.076> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944815> 4.461.116> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944856> 4.461.156> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944895> 4.461.195> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944936> 4.461.237> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768944979> 4.461.279> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945028> 4.461.328> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945068> 4.461.368> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945110> 4.461.410> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945157> 4.461.457> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945200> 4.461.500> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945244> 4.461.544> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945297> 4.461.597> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
DEBUG: Vehicle     , 1681768945311> 4.461.610> CarController.<init>                > Vehicle vid=249 type=Base.SmallCar02 has been added at (8076,490234;11498,500000;0,283010) auth=vid:Base.SmallCar02(249) pid:(-1) auth=Server static=false active=false
WARN : ActionSystem, 1681768945352> 4.461.652> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945403> 4.461.703> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945446> 4.461.746> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945491> 4.461.791> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945536> 4.461.836> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945581> 4.461.881> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945623> 4.461.923> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945718> 4.462.018> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945819> 4.462.119> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768945915> 4.462.215> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768946028> 4.462.328> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768946119> 4.462.419> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768946208> 4.462.509> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768946298> 4.462.599> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768946389> 4.462.688> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768946499> 4.462.799> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768946635> 4.462.935> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768946847> 4.463.147> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768947069> 4.463.369> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768947256> 4.463.556> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768947564> 4.463.864> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
DEBUG: Vehicle     , 1681768947673> 4.463.973> CarController.<init>                > Vehicle vid=237 type=Base.Van has been added at (8059,500000;11501,379883;0,353080) auth=vid:Base.Van(237) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768947674> 4.463.974> CarController.<init>                > Vehicle vid=247 type=Base.CarTaxi has been added at (8152,859863;11505,500000;0,363090) auth=vid:Base.CarTaxi(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768947675> 4.463.975> CarController.<init>                > Vehicle vid=236 type=Base.SUV has been added at (8038,410156;11517,500000;0,382928) auth=vid:Base.SUV(236) pid:(-1) auth=Server static=false active=false
WARN : ActionSystem, 1681768947865> 4.464.165> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768948168> 4.464.468> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768948467> 4.464.766> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768948764> 4.465.064> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768949049> 4.465.350> ActionContext.evaluateCurrentStateTransitions> IsoZombie-c143abe8-467b-43c9-a671-ee9504f9dea1> Transition's target state not found: "getup"
DEBUG: Vehicle     , 1681768950650> 4.466.950> CarController.<init>                > Vehicle vid=238 type=Base.CarTaxi2 has been added at (8076,140137;11551,500000;0,363090) auth=vid:Base.CarTaxi2(238) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768950651> 4.466.951> CarController.<init>                > Vehicle vid=239 type=Base.CarStationWagon2 has been added at (8076,109863;11554,500000;0,363090) auth=vid:Base.CarStationWagon2(239) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768950652> 4.466.952> CarController.<init>                > Vehicle vid=240 type=Base.SmallCar has been added at (8076,819824;11557,500000;0,222950) auth=vid:Base.SmallCar(240) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768950653> 4.466.953> CarController.<init>                > Vehicle vid=243 type=Base.CarNormal has been added at (8158,299805;11558,837891;0,268864) auth=vid:Base.CarNormal(243) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768950654> 4.466.954> CarController.<init>                > Vehicle vid=244 type=Base.CarNormal has been added at (8156,500000;11564,129883;0,333060) auth=vid:Base.CarNormal(244) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768950655> 4.466.955> CarController.<init>                > Vehicle vid=245 type=Base.CarNormal has been added at (8162,500000;11564,129883;0,333060) auth=vid:Base.CarNormal(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768951551> 4.467.851> CarController.<init>                > Vehicle vid=241 type=Base.CarStationWagon2 has been added at (8076,109863;11589,500000;0,363090) auth=vid:Base.CarStationWagon2(241) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768952455> 4.468.755> CarController.<init>                > Vehicle vid=242 type=Base.CarTaxi2 has been added at (8076,140137;11595,500000;0,363090) auth=vid:Base.CarTaxi2(242) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768954290> 4.470.589> CarController.<init>                > Vehicle vid=246 type=Base.SmallCar has been added at (8065,180176;11604,500000;0,222950) auth=vid:Base.SmallCar(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768954291> 4.470.590> CarController.<init>                > Vehicle vid=253 type=Base.Van has been added at (8046,620117;11600,500000;0,353080) auth=vid:Base.Van(253) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768954291> 4.470.591> CarController.<init>                > Vehicle vid=230 type=Base.CarNormal has been added at (8046,870117;11606,500000;0,333060) auth=vid:Base.CarNormal(230) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768955273> 4.471.573> CarController.<init>                > Vehicle vid=252 type=Base.CarSmallSmashedFront has been added at (8146,000488;11634,000977;0,283010) auth=vid:Base.CarSmallSmashedFront(252) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1681768955274> 4.471.574> CarController.<init>                > Vehicle vid=254 type=Base.CarNormalSmashedLeft has been added at (8146,000488;11637,500000;0,333060) auth=vid:Base.CarNormalSmashedLeft(254) pid:(-1) auth=Server static=false active=false
ERROR: Multiplayer , 1681768956341> 4.472.641> GameClient.receiveThump> ReceiveThump: zombie 12855 not found
DEBUG: Vehicle     , 1681768958282> 4.474.582> CarController.<init>                > Vehicle vid=231 type=Base.CarLightsPolice has been added at (8160,500000;11658,500000;0,333060) auth=vid:Base.CarLightsPolice(231) pid:(-1) auth=Server static=false active=false
WARN : General     , 1681768958460> 4.474.760> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
LOG  : General     , 1681768959370> 4.475.671> shared-descriptor: registered id=1000
DEBUG: Vehicle     , 1681768959942> 4.476.242> BaseVehicle.update                  > Vehicle vid=251 velocity last=(-4,067E-2  1,587E-1  7,508E+0)/7,510277 current=( 1,469E+0  1,527E-1  2,970E-1)/1,506460 delta=7,367815
DEBUG: Vehicle     , 1681768960547> 4.476.848> BaseVehicle.update                  > Vehicle vid=251 velocity last=(-7,744E-3  1,303E-1 -6,820E-2)/0,147269 current=(-1,527E-2  1,303E-1 -1,946E-1)/0,234663 delta=0,126586
WARN : General     , 1681768962614> 4.478.914> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
WARN : ActionSystem, 1681768967323> 4.483.622> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
DEBUG: Vehicle     , 1681768967855> 4.484.155> CarController.<init>                > Vehicle vid=232 type=Base.VanSeats has been added at (8077,620117;11683,500000;0,323050) auth=vid:Base.VanSeats(232) pid:(-1) auth=Server static=false active=false
WARN : General     , 1681768967858> 4.484.157> IsoGameCharacter.doDeferredMovement> WalkTowardState but path2 != null
WARN : ActionSystem, 1681768969183> 4.485.483> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969205> 4.485.506> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969227> 4.485.527> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969253> 4.485.553> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969275> 4.485.575> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969296> 4.485.597> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969319> 4.485.619> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969341> 4.485.641> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969363> 4.485.663> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969385> 4.485.685> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969407> 4.485.707> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969428> 4.485.728> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969451> 4.485.751> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969474> 4.485.774> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969494> 4.485.794> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969518> 4.485.818> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969539> 4.485.840> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969561> 4.485.861> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969583> 4.485.884> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969604> 4.485.905> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969625> 4.485.925> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969648> 4.485.949> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969670> 4.485.970> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969692> 4.485.992> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969715> 4.486.016> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969741> 4.486.042> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969762> 4.486.063> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969783> 4.486.084> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969803> 4.486.103> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969824> 4.486.124> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969847> 4.486.148> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969869> 4.486.170> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969891> 4.486.190> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969915> 4.486.215> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969936> 4.486.235> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969958> 4.486.257> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768969981> 4.486.280> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970003> 4.486.303> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970025> 4.486.325> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970047> 4.486.348> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970069> 4.486.370> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970092> 4.486.392> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970116> 4.486.417> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970140> 4.486.441> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970159> 4.486.460> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970183> 4.486.483> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970205> 4.486.505> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970227> 4.486.527> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970252> 4.486.552> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970273> 4.486.574> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970295> 4.486.595> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970319> 4.486.619> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
WARN : ActionSystem, 1681768970342> 4.486.642> ActionContext.evaluateCurrentStateTransitions> IsoZombie-bef6a67b-d4f7-4956-818b-69c1c7ee502c> Transition's target state not found: "getup"
